layer,rank,feature_idx,direction,correct_mean_act,incorrect_mean_act,correct_freq,incorrect_freq,freq_diff,mean_diff,effect_size,p_value
0,0,15718,confidence,1.2981038033962249,1.11984979026576,0.9687074829931973,0.9099961700497894,-0.05871131294340792,-0.17825401313046485,-0.4820138206230961,4.9652207844737677e-101
0,1,9915,uncertainty,0.9522628517648261,1.1107695002932056,0.9099773242630386,0.9456147070088089,0.03563738274577033,0.1585066485283796,0.45111225190686466,1.8747964467777325e-114
0,2,16283,confidence,3.136660140766308,3.0870395445449286,1.0,1.0,0.0,-0.049620596221379376,-0.37979322094243867,3.6782823166312286e-57
0,3,24970,confidence,3.7375396660936664,3.573534886255341,1.0,1.0,0.0,-0.1640047798383253,-0.3552250041304989,7.002134534208637e-48
0,4,11196,confidence,3.212686612357358,3.172201399874386,1.0,1.0,0.0,-0.04048521248297199,-0.33582439744741793,1.8078726515034533e-48
0,5,32208,confidence,2.352600556679594,2.292299827959564,1.0,1.0,0.0,-0.060300728720029895,-0.32051508893441905,8.34500595924002e-38
0,6,16169,confidence,1.103070001726518,1.0349365977983465,0.9893424036281179,0.9685944082726925,-0.020747995355425375,-0.06813340392817158,-0.31764053808269144,1.9843700201664753e-33
0,7,26376,confidence,1.9345497420585616,1.9015577116582367,1.0,1.0,0.0,-0.032992030400324834,-0.31261300799418296,1.7805663091281277e-32
0,8,12043,uncertainty,0.2673151185317915,0.44666087054421005,0.2473922902494331,0.34622749904251243,0.09883520879307933,0.17934575201241854,0.3071163213825518,8.3949804716883e-28
0,9,14505,confidence,4.172014139785247,4.045828713899552,1.0,1.0,0.0,-0.12618542588569515,-0.30102831810471187,3.478746804810096e-33
0,10,26014,confidence,2.868314432665334,2.8210746182741584,1.0,1.0,0.0,-0.04723981439117564,-0.30017614892168754,1.129964055206809e-33
0,11,27393,confidence,0.9418950282797521,0.8515706508381529,0.935374149659864,0.875526618153964,-0.05984753150589994,-0.09032437744159927,-0.28339071836236424,1.628542094480395e-35
0,12,4891,confidence,2.1518781890404197,2.1123792828841483,1.0,0.9996170049789352,-0.00038299502106475813,-0.039498906156271385,-0.27951653888847877,4.551861444287974e-28
0,13,3275,uncertainty,0.30444422366938084,0.4073854409292346,0.36439909297052153,0.4756798161623899,0.11128072319186838,0.10294121725985378,0.2452611341247028,2.3333249317784564e-29
0,14,3685,confidence,1.2154883035997144,1.1786015620865342,0.998639455782313,0.9980850248946763,-0.0005544308876366255,-0.036886741513180166,-0.2447285917055,1.693436926264714e-19
0,15,24432,uncertainty,0.05873086126753532,0.14082691111084328,0.05170068027210884,0.11757947146687094,0.06587879119476209,0.08209604984330796,0.23826830614651584,3.460749858414201e-24
0,16,24867,confidence,3.014045750148713,2.978030293255371,1.0,0.9996170049789352,-0.00038299502106475813,-0.036015456893341735,-0.22978034721820348,8.983790409475466e-24
0,17,1449,confidence,2.8045300205007972,2.7228480122729493,1.0,1.0,0.0,-0.08168200822784799,-0.2260572494013246,8.772995618466349e-24
0,18,4096,uncertainty,1.0353962527110734,1.134165356735396,0.8798185941043084,0.9172730754500191,0.03745448134571072,0.0987691040243226,0.2255307934950542,1.1169969602232357e-24
0,19,29041,confidence,0.20724280249504817,0.12518039458741267,0.2165532879818594,0.13136729222520108,-0.08518599575665833,-0.0820624079076355,-0.22389574005386123,8.041548710456417e-19
0,20,25169,confidence,1.307446879553957,1.2814941028213647,1.0,1.0,0.0,-0.025952776732592442,-0.2206726294836715,1.2724325728966782e-13
0,21,7270,uncertainty,0.0153767226099157,0.049624226710568986,0.01904761904761905,0.06319417847567982,0.04414655942806077,0.03424750410065329,0.21902860896547033,5.740439268176186e-22
0,22,9387,uncertainty,0.09273648532339775,0.1862573944851157,0.07142857142857142,0.13519724243584832,0.0637686710072769,0.09352090916171794,0.21797263277151566,4.11715973887939e-19
0,23,4883,confidence,1.845361000934696,1.825202299689297,1.0,1.0,0.0,-0.02015870124539898,-0.21790585450673913,8.991526643292537e-20
0,24,30437,confidence,3.015729875169914,2.964532749080329,1.0,1.0,0.0,-0.051197126089585154,-0.21693191916926446,3.718831060745184e-14
0,25,31929,confidence,2.3411723621578173,2.3130691823992224,1.0,1.0,0.0,-0.028103179758594887,-0.21213352280925887,4.884374793094343e-21
0,26,27142,confidence,0.5424475394679306,0.45324144590316445,0.6344671201814059,0.5273841440061279,-0.10708297617527807,-0.08920609356476611,-0.2104796928090865,2.2422817443908057e-12
0,27,603,confidence,0.24075514329533998,0.16613751962604034,0.28616780045351475,0.19954040597472233,-0.08662739447879242,-0.07461762366929964,-0.20800539085255196,5.379426531465731e-17
0,28,22774,confidence,0.9027595095623648,0.8378794939980932,0.9142857142857143,0.8774415932592876,-0.036844121026426646,-0.06488001556427159,-0.207523905023436,9.682580497367164e-36
