feature_idx,effect_size,p_value,group1_mean,group2_mean,group1_freq,group2_freq
28843,3.523635109940999,1.0282552307797347e-273,1.7800748521937046,5.666623048484325,0.6410105757931844,1.0
28406,-1.9121676112763242,1.0311382343101045e-136,1.662011791200111,0.0,0.6627497062279671,0.0
9495,1.8492201862610431,1.6726244534037062e-177,16.17019472503214,19.184048731537427,1.0,1.0
1024,-1.381413258345818,1.287068779890266e-93,1.477726113782226,0.03853700835915173,0.5311398354876615,0.016544117647058824
4945,-1.3283671462793007,3.378674798873804e-96,1.7691747294749833,0.2317555358304697,0.6286721504112809,0.09375
30188,-1.2049040171866208,2.1864125969478047e-105,2.2983995558372254,1.019464219098582,0.8748531139835488,0.4411764705882353
12536,1.1992744908375368,7.475102846877114e-109,2.812585978334295,4.507994641275967,0.8237367802585194,0.9779411764705882
17925,-0.9620514700812542,5.72003748624067e-60,1.3384961925017989,0.3258037273498142,0.5517038777908343,0.13786764705882354
8966,-0.9116041558939532,1.9838300383251426e-49,0.9330483884424776,0.05373701716170592,0.3484136310223267,0.02389705882352941
17104,0.872838723727914,9.367282831013598e-107,0.013574601900703618,0.6286810119362438,0.006462984723854289,0.2922794117647059
23739,-0.8558401949535586,4.770569208858469e-52,2.9075778765487894,1.8776573352515697,0.9353701527614571,0.6636029411764706
10682,-0.8098090509019796,8.358954480525831e-29,1.9232323767855921,0.21852999443517013,0.3096357226792009,0.09558823529411764
11280,0.7988128181643062,3.676109607958025e-58,3.304794154212001,3.975450617425582,0.9629847238542891,0.9981617647058824
5737,-0.7793650301666094,4.98513236806797e-52,5.2228610949846885,4.699196165537133,1.0,1.0
6692,0.7307394764364011,3.439570511968299e-74,2.1240410193993537,2.668499622055713,0.8584018801410106,0.9724264705882353
29624,0.6921546432037043,1.8789808793552405e-70,0.018600751034101224,0.5307851346100078,0.00881316098707403,0.2113970588235294
32596,-0.682260708852186,2.4434647472375898e-30,0.5991226129330143,0.07266610203420415,0.26145710928319627,0.03308823529411765
32434,0.6710416489576094,1.2475101569392663e-47,0.265646656937941,0.8832686806426329,0.11985898942420682,0.40441176470588236
30990,-0.6697931802948908,8.763353793685315e-28,0.5842727389094692,0.012141391634941101,0.19858989424206816,0.0055147058823529415
