layer,rank,feature_idx,direction,low_entropy_mean,high_entropy_mean,low_entropy_freq,high_entropy_freq,effect_size,p_value
0,0,15718,low_entropy,1.4165056405057936,1.060191225662628,0.9962973511819995,0.8923383651381372,-1.0635618183705937,0.0
0,1,9915,high_entropy,0.8706838179096406,1.1847619663375424,0.8837937909427513,0.9649672457989177,0.9467481678433839,0.0
0,2,16283,low_entropy,3.178966334388318,3.070880701656662,1.0,1.0,-0.8719482268341999,4.408298402733923e-267
0,3,32208,low_entropy,2.4076200160366352,2.2588367144017774,1.0,1.0,-0.8198365286568919,1.2365660833930278e-217
0,4,16169,low_entropy,1.1518267615674669,0.9982927054531789,0.9974366277413842,0.9572771290230704,-0.7214588624309473,5.873758792364327e-187
0,5,26014,low_entropy,2.9148873357954814,2.809932583045905,1.0,1.0,-0.7198799727509647,6.635907243074105e-193
0,6,11196,low_entropy,3.2407533046493704,3.158738856843923,1.0,1.0,-0.7175864760438477,3.334832291661356e-222
0,7,24970,low_entropy,3.7762783104726236,3.4515238514451756,1.0,1.0,-0.7174590274589613,2.9492051328057216e-182
0,8,14505,low_entropy,4.312247142598895,4.042102979479675,1.0,1.0,-0.6972016116460599,1.252319149374848e-178
0,9,26376,low_entropy,1.961898126924048,1.8951249259790102,1.0,1.0,-0.6644289545539811,8.461335236531552e-153
0,10,1449,low_entropy,2.8672737765943723,2.6517773673120844,1.0,1.0,-0.6172341577900994,2.1468277916243348e-141
0,11,27393,low_entropy,1.0159424232200691,0.8487173044012674,0.9817715750498434,0.8837937909427513,-0.6133520036915237,8.235610133626243e-167
0,12,4891,low_entropy,2.192343772764866,2.1153138693633227,1.0,0.9997151808601538,-0.5653095689462477,1.3533962390063076e-114
0,13,3685,low_entropy,1.2362514313759203,1.152229539963025,0.9988607234406152,0.9991455425804614,-0.5632896337740073,1.0944425433382349e-99
0,14,12043,high_entropy,0.21421933961844927,0.5253810191792798,0.23469097123326688,0.38393620051267446,0.5413078640359252,5.012404908178605e-75
0,15,4883,low_entropy,1.8592855800967107,1.8101111738744946,1.0,1.0,-0.5330618752180866,3.6244447409358316e-112
0,16,25169,low_entropy,1.3253364724944507,1.2608118072529866,1.0,1.0,-0.5231219188893047,1.271125174209363e-80
0,17,30437,low_entropy,3.064637818183019,2.946028211998892,1.0,1.0,-0.5218954671297884,2.3019958228648634e-83
0,18,31929,low_entropy,2.356749486563315,2.2930867322589283,1.0,1.0,-0.5060734362734307,4.003826260352525e-114
0,19,24587,low_entropy,2.116141343211829,2.03171955350796,1.0,1.0,-0.5043869932365486,8.336923051692058e-98
0,20,26044,low_entropy,4.234075474148291,4.131520550599366,1.0,1.0,-0.49595426701897566,1.9831818173527303e-108
0,21,29041,low_entropy,0.2706918663124317,0.0883751017895902,0.2808316718883509,0.09427513528909143,-0.4937211369605566,3.0105524617608273e-90
0,22,7270,high_entropy,0.0021258873058092012,0.08973797076925258,0.0022785531187695814,0.11392765593847906,0.4862426438997563,1.3498372130782095e-88
0,23,1770,high_entropy,1.8844858359421328,1.9709299642182048,1.0,1.0,0.4740919324457839,8.200997303069488e-93
0,24,22774,low_entropy,0.9555243096505092,0.8203142946922891,0.9544289376246083,0.8704072913699801,-0.4736169155284496,2.4593537185379186e-150
0,25,30286,low_entropy,5.252519329196535,5.109927354596409,1.0,1.0,-0.46163788560130725,2.799450323429695e-76
0,26,3275,high_entropy,0.2898582615630982,0.47874187698258325,0.3523212759897465,0.5579606949587013,0.4557148212652179,1.177787360113757e-99
0,27,29754,low_entropy,0.9600751149589878,0.8037164515832387,0.9290800341782968,0.812589005981202,-0.4498328692390564,1.5125904908086486e-95
0,28,25400,low_entropy,2.908311799053995,2.848665562561522,1.0,0.9997151808601538,-0.4417559267919812,1.3282542739231532e-78
0,29,24867,low_entropy,3.0400643091329447,2.97619725971336,1.0,0.9997151808601538,-0.44159301133265433,5.581557449633897e-107
0,30,9387,high_entropy,0.015281671440115819,0.16015237646203406,0.013671318712617488,0.11848476217601824,0.42768325748906333,1.3428462555580449e-70
0,31,6733,high_entropy,10.02948505278837,10.185018523131228,1.0,1.0,0.425995124662067,1.0036754527559599e-66
0,32,27142,low_entropy,0.5915291882484803,0.4176516456673268,0.6955283395044147,0.48248362289945884,-0.4181907479067517,1.281503703827605e-42
0,33,603,low_entropy,0.26429248800035965,0.121731307305559,0.3152947878097408,0.145542580461407,-0.4111273989897426,1.1040936258646167e-63
0,34,4096,high_entropy,1.0420923742328536,1.21383321716452,0.8792366847052122,0.9433209911706066,0.40788636202175393,1.612726422744773e-81
0,35,24521,low_entropy,4.2625177756771,4.204481017246643,1.0,1.0,-0.3988539471427814,6.78206560754336e-55
0,36,22056,low_entropy,1.9132576617241177,1.850045438065416,1.0,0.9997151808601538,-0.398636906016902,1.4066155456368503e-59
0,37,1812,low_entropy,1.3282585633476722,1.2717043781375585,1.0,0.9991455425804614,-0.39832405183546515,1.4973857665787248e-61
0,38,7231,low_entropy,0.9143472279758068,0.7151667545304208,0.7980632298490459,0.6716035317573341,-0.386572257293609,1.0402453744709308e-76
0,39,4671,high_entropy,0.050707464389942274,0.21183159956732422,0.04671033893477642,0.15066932497863855,0.38513550632207094,1.2145308427381323e-50
0,40,28286,low_entropy,2.3094975688592623,2.2666215842960566,1.0,1.0,-0.38348764686012493,9.675167744381616e-75
0,41,14326,high_entropy,0.0025756565365347216,0.07115434734477036,0.0028481913984619764,0.07576189119908858,0.3768116432265711,1.01859906203654e-55
0,42,24432,high_entropy,0.028133206967104196,0.14370746400002501,0.026488180005696384,0.12503560239248077,0.3709729199970989,1.5261925318962894e-55
0,43,20375,high_entropy,0.9561246013546288,1.085935712488789,0.8911990885787525,0.9567074907433779,0.37009334057013804,7.101074993081145e-62
0,44,10118,low_entropy,0.2182234369666106,0.10016041724167804,0.26089433209911705,0.11848476217601824,-0.36352892442167256,4.245394365789918e-50
