feature_idx,effect_size,p_value,group1_mean,group2_mean,group1_freq,group2_freq
15718,-0.8170034729048788,0.0,1.3681474636616893,1.0850905706923175,0.9887565027689209,0.9011379800853485
9915,0.7401916288099586,0.0,0.8926332841925342,1.1480643086916127,0.8912569223023997,0.9537695590327169
16283,-0.6417748127825029,7.219114613985928e-222,3.158724216231365,3.0768296253404217,1.0,1.0
24970,-0.5824443797295649,2.1541210846687624e-178,3.7861896166967095,3.5220895582265115,1.0,1.0
32208,-0.5754158697334457,6.123758756744037e-164,2.382120798950048,2.276546515068662,1.0,1.0
11196,-0.5500089947562684,2.823535918451031e-186,3.230174881176853,3.1651673674187766,1.0,1.0
26376,-0.537089630509188,2.0610596621626356e-141,1.9494665452829443,1.8941712207622357,1.0,1.0
16169,-0.5340205296262175,9.300106365763514e-140,1.1313065082800031,1.023084492452227,0.9954690384292667,0.9679943100995733
26014,-0.5132747244398793,2.1602511550538567e-144,2.8915263730260543,2.812655762000466,1.0,1.0
14505,-0.4988713315838029,9.538710735147636e-132,4.23052696674377,4.026620051147475,1.0,1.0
12043,0.4857028955427433,1.0192439985175775e-90,0.21455328976433835,0.49100276709111623,0.2248699446215808,0.3665244191559981
27393,-0.4725912726150933,7.662907163121159e-142,0.9808928138418753,0.838096833132974,0.9598925994294345,0.870791844476055
4891,-0.4612853526921279,1.95186113988515e-111,2.170680679357138,2.106611385538771,0.9998321866084914,0.9997629208155524
1449,-0.44351462104113093,2.799160464149562e-111,2.8490392302762624,2.6929097919455067,1.0,1.0
30437,-0.41237217478824306,1.1277097277012165e-73,3.0409754604716333,2.9446334665620877,1.0,1.0
4883,-0.3991431980468874,3.4808952837621273e-91,1.8542978982634144,1.81790989182356,1.0,1.0
29041,-0.38996692908411795,2.8476073111044992e-77,0.2523310892952831,0.10698964042989154,0.2629635844940426,0.11379800853485064
7270,0.3870645437462497,1.0681929591777792e-95,0.0015270097841050606,0.05951436795912517,0.0016781339150864238,0.07562825983878615
25169,-0.38672896158487136,1.4478369306760826e-60,1.3195698171839016,1.274204052472465,1.0,1.0
3685,-0.38334345262456976,2.4527586114612378e-67,1.2292129869008148,1.1722981598124,0.998154052693405,0.9985775248933144
22774,-0.3748030372320275,3.4343557482888552e-136,0.9309200366924905,0.8161651281284008,0.9347205907031381,0.8624940730203888
24587,-0.36636467848100784,3.4841196592769795e-68,2.0880705446459977,2.025398329882443,1.0,1.0
31929,-0.3659905520110836,4.256317947636679e-81,2.352663695602174,2.30495302769854,1.0,1.0
24867,-0.35450776019814606,2.074866978341043e-92,3.02815937211718,2.9747793936175495,0.9998321866084914,0.9997629208155524
3275,0.3516768651360056,2.4855447243892783e-85,0.2811127385350557,0.426992793510513,0.3403255579795268,0.49810336652441917
9387,0.3509143647135095,1.9627981936642927e-76,0.053720932705807675,0.19531917220159073,0.041114280919617385,0.14390706495969655
24432,0.348611085377703,3.231167530052616e-75,0.03855658530748857,0.1565190747966694,0.034905185433797614,0.13157894736842105
26044,-0.3457478603121143,5.378529708119836e-75,4.1998962482203375,4.123210257407668,1.0,1.0
603,-0.33542380814139017,3.0292868869428895e-59,0.26057005514732884,0.1415844044735105,0.30978352072495385,0.16927453769559034
30286,-0.3319600231773005,1.819489902212572e-52,5.205903455962629,5.09481245734331,1.0,1.0
14326,0.3307212443269464,2.503506967081025e-69,0.005563415483172897,0.06362121521493957,0.0062090954858197685,0.06851588430535799
27142,-0.3288628015956671,1.0033135094230191e-38,0.5763670026125735,0.43874080371042745,0.6761201543883202,0.509009009009009
4671,0.3260260657982253,6.374688929516062e-61,0.09682487436220297,0.25659801268701926,0.07501258600436315,0.18018018018018017
24521,-0.32540994185659833,2.4387418196303106e-50,4.2470507163652575,4.197261300455512,1.0,1.0
4096,0.323464976022932,3.208056208176842e-75,1.0160751193136672,1.1583642333590516,0.8702802483638195,0.9234234234234234
29754,-0.3196253809731544,4.319299421655766e-67,0.903598356424992,0.7821979767313044,0.8863903339486491,0.7918444760550024
6733,0.3056294029836376,1.2852499432663898e-49,10.074482981481294,10.190099012122554,1.0,1.0
1812,-0.30096842627186526,3.881463402944231e-46,1.305762863185186,1.2600295436274898,0.9996643732169828,0.9992887624466572
10118,-0.2938328029051798,4.827518983629304e-45,0.18650347624554853,0.09526090603012674,0.22352743748951168,0.11356092935040303
22056,-0.2876838813741069,3.8356768925886236e-41,1.8826474048963708,1.8340145693168983,0.9998321866084914,0.9997629208155524
1770,0.28481131981758234,5.749459102082775e-59,1.9089709462325712,1.9605109275320007,1.0,1.0
25400,-0.2777126373488555,3.118838171197244e-44,2.9036094273350987,2.865713800961172,1.0,0.9997629208155524
22981,0.2729947611531963,3.5862343990801934e-42,0.042228684106875754,0.1122694342070815,0.0474911897969458,0.11948790896159317
26093,-0.2690742374817882,1.5505054000442193e-40,5.4718093269522265,5.341024458945334,1.0,1.0
7231,-0.2681928076376711,1.8110857413628955e-51,0.8380880147983892,0.6938854123162341,0.7400570565531129,0.6427216690374585
32213,-0.2559994000249919,1.095347728681707e-33,2.6161080101308936,2.568234903940153,1.0,1.0
15923,-0.25593989138098094,7.864248497812125e-16,0.563909455761251,0.458271528658227,0.6715891928175869,0.5369843527738265
27307,-0.2557137121471736,2.1332083737042465e-35,0.12476295722893249,0.04519417633259675,0.10706494378251384,0.03982930298719772
30220,-0.24322154200877508,1.2452025890110386e-30,0.05498026827274303,0.015271775569323399,0.06846786373552609,0.01896633475580844
28286,-0.24298848743673135,2.3678259225546446e-46,2.2948561966029124,2.2668039619272613,1.0,1.0
